,Date,Open,High,Low,Close,Adj_Close,Volume
29,1981-01-26,0.144531,0.144531,0.143973,0.143973,0.112374,24640000
30,1981-01-27,0.143973,0.143973,0.142857,0.142857,0.111503,23699200
31,1981-01-28,0.138951,0.138951,0.138393,0.138393,0.108019,28156800
32,1981-01-29,0.133929,0.133929,0.133371,0.133371,0.104099,43904000
33,1981-01-30,0.127232,0.127232,0.126116,0.126116,0.098436,46188800
34,1981-02-02,0.11942,0.11942,0.118862,0.118862,0.092774,23766400
35,1981-02-03,0.123326,0.123884,0.123326,0.123326,0.096259,19152000
36,1981-02-04,0.12779,0.128348,0.12779,0.12779,0.099743,27865600
37,1981-02-05,0.12779,0.128906,0.12779,0.12779,0.099743,7929600
38,1981-02-06,0.128348,0.128906,0.128348,0.128348,0.100178,13865600
39,1981-02-09,0.122768,0.122768,0.121652,0.121652,0.094952,16755200
40,1981-02-10,0.121652,0.12221,0.121652,0.121652,0.094952,18345600
41,1981-02-11,0.118304,0.118304,0.117746,0.117746,0.091903,13843200
42,1981-02-12,0.117188,0.117188,0.116629,0.116629,0.091032,14560000
43,1981-02-13,0.114955,0.114955,0.113839,0.113839,0.088854,11155200
44,1981-02-17,0.116629,0.117188,0.116629,0.116629,0.091032,12275200
45,1981-02-18,0.121652,0.122768,0.121652,0.121652,0.094952,19241600
46,1981-02-19,0.114955,0.114955,0.114397,0.114397,0.089289,22310400
47,1981-02-20,0.108817,0.108817,0.108259,0.108259,0.084499,24371200
48,1981-02-23,0.109933,0.110491,0.109933,0.109933,0.085805,14112000
49,1981-02-24,0.107143,0.107143,0.106027,0.106027,0.082756,16979200
50,1981-02-25,0.112723,0.113281,0.112723,0.112723,0.087983,19488000
51,1981-02-26,0.114397,0.114955,0.114397,0.114397,0.089289,10841600
52,1981-02-27,0.118304,0.11942,0.118304,0.118304,0.092339,14761600
53,1981-03-02,0.118862,0.11942,0.118862,0.118862,0.092774,11760000
54,1981-03-03,0.117746,0.117746,0.117188,0.117188,0.091468,16172800
55,1981-03-04,0.116629,0.116629,0.116071,0.116071,0.090596,13708800
56,1981-03-05,0.116071,0.116071,0.115513,0.115513,0.09016,5376000
57,1981-03-06,0.115513,0.115513,0.114397,0.114397,0.089289,11603200
58,1981-03-09,0.106027,0.106027,0.105469,0.105469,0.082321,15321600
59,1981-03-10,0.101004,0.101004,0.100446,0.100446,0.0784,28380800
60,1981-03-11,0.097656,0.097656,0.09654,0.09654,0.075352,29859200
61,1981-03-12,0.100446,0.101004,0.100446,0.100446,0.0784,59248000
62,1981-03-13,0.099888,0.099888,0.09933,0.09933,0.077529,231302400
63,1981-03-16,0.103237,0.104353,0.103237,0.103237,0.080579,37228800
64,1981-03-17,0.108259,0.109375,0.108259,0.108259,0.084499,43747200
65,1981-03-18,0.114955,0.116071,0.114955,0.114955,0.089725,36937600
66,1981-03-19,0.114397,0.114397,0.113839,0.113839,0.088854,37811200
67,1981-03-20,0.114955,0.116071,0.114955,0.114955,0.089725,14604800
68,1981-03-23,0.11942,0.120536,0.11942,0.11942,0.09321,22019200
69,1981-03-24,0.11942,0.11942,0.118862,0.118862,0.092774,28156800
70,1981-03-25,0.117746,0.117746,0.116629,0.116629,0.091032,7056000
71,1981-03-26,0.114955,0.114955,0.114397,0.114397,0.089289,12275200
72,1981-03-27,0.111049,0.111049,0.110491,0.110491,0.086241,12252800
73,1981-03-30,0.110491,0.111607,0.110491,0.110491,0.086241,9900800
74,1981-03-31,0.110491,0.110491,0.109375,0.109375,0.08537,15993600
75,1981-04-01,0.108817,0.108817,0.108259,0.108259,0.084499,34070400
76,1981-04-02,0.117746,0.118304,0.117746,0.117746,0.091903,31404800
77,1981-04-03,0.118304,0.118862,0.118304,0.118304,0.092339,16486400
78,1981-04-06,0.116629,0.116629,0.116071,0.116071,0.090596,22803200
79,1981-04-07,0.115513,0.115513,0.114955,0.114955,0.089725,10684800
80,1981-04-08,0.120536,0.121652,0.120536,0.120536,0.094081,21952000
81,1981-04-09,0.122768,0.123326,0.122768,0.122768,0.095823,12499200
82,1981-04-10,0.124442,0.125,0.124442,0.124442,0.09713,33465600
83,1981-04-13,0.124442,0.125,0.124442,0.124442,0.09713,16060800
84,1981-04-14,0.124442,0.125,0.124442,0.124442,0.09713,6652800
85,1981-04-15,0.118862,0.118862,0.118304,0.118304,0.092339,34048000
86,1981-04-16,0.112165,0.112165,0.111607,0.111607,0.087112,23878400
87,1981-04-20,0.114955,0.115513,0.114955,0.114955,0.089725,35347200
88,1981-04-21,0.122768,0.123326,0.122768,0.122768,0.095823,28537600
89,1981-04-22,0.127232,0.12779,0.127232,0.127232,0.099307,18995200
90,1981-04-23,0.13058,0.131138,0.13058,0.13058,0.101921,58016000
91,1981-04-24,0.13058,0.13058,0.129464,0.129464,0.10105,35056000
92,1981-04-27,0.128906,0.128906,0.128348,0.128348,0.100178,38528000
93,1981-04-28,0.126674,0.126674,0.126116,0.126116,0.098436,32188800
94,1981-04-29,0.125,0.125,0.124442,0.124442,0.09713,13641600
95,1981-04-30,0.126674,0.12779,0.126674,0.126674,0.098872,12611200
96,1981-05-01,0.126674,0.12779,0.126674,0.126674,0.098872,16553600
97,1981-05-04,0.126674,0.126674,0.126116,0.126116,0.098436,14448000
98,1981-05-05,0.126116,0.126116,0.125558,0.125558,0.098001,17539200
99,1981-05-06,0.122768,0.122768,0.12221,0.12221,0.095388,18950400
100,1981-05-07,0.123884,0.124442,0.123884,0.123884,0.096694,9363200
101,1981-05-08,0.125,0.125558,0.125,0.125,0.097565,7907200
102,1981-05-11,0.122768,0.122768,0.12221,0.12221,0.095388,11939200
103,1981-05-12,0.12221,0.123884,0.12221,0.12221,0.095388,4256000
104,1981-05-13,0.12221,0.123326,0.121652,0.121652,0.094952,4905600
105,1981-05-14,0.121094,0.121094,0.119978,0.119978,0.093645,4928000
106,1981-05-15,0.122768,0.124442,0.122768,0.122768,0.095823,4905600
107,1981-05-18,0.125,0.126116,0.125,0.125,0.097565,4166400
108,1981-05-19,0.123326,0.123326,0.122768,0.122768,0.095823,25424000
109,1981-05-20,0.126674,0.12779,0.126674,0.126674,0.098872,13283200
110,1981-05-21,0.133929,0.134487,0.133929,0.133929,0.104534,32211200
111,1981-05-22,0.140067,0.141183,0.140067,0.140067,0.109325,31427200
112,1981-05-26,0.140067,0.140067,0.139509,0.139509,0.10889,85344000
113,1981-05-27,0.147321,0.147879,0.147321,0.147321,0.114987,149497600
114,1981-05-28,0.147321,0.147879,0.147321,0.147321,0.114987,73987200
115,1981-05-29,0.147879,0.148438,0.147879,0.147879,0.115423,59382400
116,1981-06-01,0.147879,0.148438,0.147879,0.147879,0.115423,51251200
117,1981-06-02,0.141183,0.141183,0.140625,0.140625,0.109761,40432000
118,1981-06-03,0.140625,0.141741,0.140625,0.140625,0.109761,39446400
119,1981-06-04,0.143415,0.143973,0.143415,0.143415,0.111939,56067200
120,1981-06-05,0.141741,0.141741,0.141183,0.141183,0.110196,57680000
121,1981-06-08,0.136719,0.136719,0.136161,0.136161,0.106277,93497600
122,1981-06-09,0.138951,0.139509,0.138951,0.138951,0.108454,119593600
123,1981-06-10,0.140625,0.142299,0.140625,0.140625,0.109761,25222400
124,1981-06-11,0.146763,0.147321,0.146763,0.146763,0.114552,38976000
125,1981-06-12,0.145647,0.145647,0.145089,0.145089,0.113245,25804800
126,1981-06-15,0.145089,0.145089,0.144531,0.144531,0.11281,143763200
127,1981-06-16,0.142299,0.142299,0.141741,0.141741,0.110632,37251200
128,1981-06-17,0.140067,0.140067,0.139509,0.139509,0.10889,27574400
129,1981-06-18,0.139509,0.140067,0.138951,0.138951,0.108454,23049600
130,1981-06-19,0.135603,0.135603,0.135045,0.135045,0.105406,27507200
131,1981-06-22,0.13058,0.13058,0.130022,0.130022,0.101485,10841600
132,1981-06-23,0.132254,0.133371,0.132254,0.132254,0.103227,15030400
133,1981-06-24,0.130022,0.130022,0.128906,0.128906,0.100614,23027200
134,1981-06-25,0.131696,0.132254,0.131696,0.131696,0.102792,24259200
135,1981-06-26,0.131138,0.131138,0.130022,0.130022,0.101485,23788800
136,1981-06-29,0.126674,0.126674,0.125558,0.125558,0.098001,10595200
137,1981-06-30,0.116629,0.116629,0.116071,0.116071,0.090596,35907200
138,1981-07-01,0.115513,0.115513,0.114955,0.114955,0.089725,170464000
139,1981-07-02,0.114955,0.115513,0.114955,0.114955,0.089725,30284800
140,1981-07-06,0.112165,0.112165,0.111049,0.111049,0.086676,16531200
141,1981-07-07,0.112165,0.113281,0.112165,0.112165,0.087547,15836800
142,1981-07-08,0.116629,0.117188,0.116629,0.116629,0.091032,16620800
143,1981-07-09,0.108259,0.108259,0.107701,0.107701,0.084063,32883200
144,1981-07-10,0.099888,0.099888,0.09933,0.09933,0.077529,55171200
145,1981-07-13,0.101563,0.102121,0.101563,0.101563,0.079272,45740800
146,1981-07-14,0.106027,0.107143,0.106027,0.106027,0.082756,19779200
147,1981-07-15,0.108817,0.109375,0.108817,0.108817,0.084934,10953600
148,1981-07-16,0.111607,0.112723,0.111607,0.111607,0.087112,15232000
149,1981-07-17,0.115513,0.116071,0.115513,0.115513,0.09016,19824000
150,1981-07-20,0.108259,0.108259,0.107701,0.107701,0.084063,23654400
151,1981-07-21,0.107701,0.107701,0.107143,0.107143,0.083627,31942400
152,1981-07-22,0.102121,0.102121,0.101004,0.101004,0.078836,22668800
153,1981-07-23,0.103795,0.104353,0.103795,0.103795,0.081014,34451200
154,1981-07-24,0.107143,0.107701,0.107143,0.107143,0.083627,28851200
155,1981-07-27,0.111607,0.112165,0.111607,0.111607,0.087112,17337600
156,1981-07-28,0.108259,0.108259,0.107701,0.107701,0.084063,22848000
157,1981-07-29,0.106585,0.106585,0.106027,0.106027,0.082756,15500800
158,1981-07-30,0.109933,0.111049,0.109933,0.109933,0.085805,9900800
159,1981-07-31,0.111607,0.112165,0.111607,0.111607,0.087112,10953600
160,1981-08-03,0.111607,0.111607,0.110491,0.110491,0.086241,12432000
161,1981-08-04,0.112165,0.112723,0.112165,0.112165,0.087547,31673600
162,1981-08-05,0.115513,0.116071,0.115513,0.115513,0.09016,17494400
163,1981-08-06,0.113281,0.113281,0.112723,0.112723,0.087983,10528000
164,1981-08-07,0.112723,0.113281,0.112723,0.112723,0.087983,9206400
165,1981-08-10,0.112723,0.112723,0.112723,0.112723,0.087983,0
166,1981-08-11,0.110491,0.110491,0.109375,0.109375,0.08537,71456000
167,1981-08-12,0.107701,0.107701,0.107143,0.107143,0.083627,26275200
168,1981-08-13,0.104353,0.104353,0.103795,0.103795,0.081014,27484800
169,1981-08-14,0.103237,0.103237,0.102121,0.102121,0.079708,24192000
170,1981-08-17,0.099888,0.099888,0.098772,0.098772,0.077094,18905600
171,1981-08-18,0.097656,0.097656,0.09654,0.09654,0.075352,17001600
172,1981-08-19,0.09654,0.09654,0.095424,0.095424,0.074481,20675200
173,1981-08-20,0.09654,0.097098,0.09654,0.09654,0.075352,17113600
174,1981-08-21,0.09096,0.09096,0.089844,0.089844,0.070125,41910400
175,1981-08-24,0.084821,0.084821,0.084263,0.084263,0.065769,23072000
176,1981-08-25,0.086496,0.087054,0.086496,0.086496,0.067512,40700800
177,1981-08-26,0.085379,0.085379,0.084821,0.084821,0.066205,33600000
178,1981-08-27,0.085379,0.085938,0.085379,0.085379,0.06664,25916800
179,1981-08-28,0.089844,0.090402,0.089844,0.089844,0.070125,38035200
180,1981-08-31,0.089844,0.090402,0.089844,0.089844,0.070125,40947200
181,1981-09-01,0.095424,0.095982,0.095424,0.095424,0.074481,37027200
182,1981-09-02,0.097098,0.097656,0.097098,0.097098,0.075787,19376000
183,1981-09-03,0.093192,0.093192,0.092076,0.092076,0.071867,37475200
184,1981-09-04,0.091518,0.091518,0.09096,0.09096,0.070996,15254400
185,1981-09-08,0.088728,0.088728,0.08817,0.08817,0.068819,25446400
186,1981-09-09,0.08817,0.088728,0.08817,0.08817,0.068819,30531200
187,1981-09-10,0.088728,0.089286,0.088728,0.088728,0.069254,34809600
188,1981-09-11,0.08817,0.08817,0.087612,0.087612,0.068383,17539200
189,1981-09-14,0.085379,0.085379,0.084821,0.084821,0.066205,27686400
190,1981-09-15,0.083147,0.083147,0.082589,0.082589,0.064463,19510400
191,1981-09-16,0.081473,0.081473,0.080915,0.080915,0.063156,19353600
192,1981-09-17,0.079241,0.079241,0.078683,0.078683,0.061414,19376000
193,1981-09-18,0.079241,0.079799,0.079241,0.079241,0.061849,26320000
194,1981-09-21,0.079799,0.080357,0.079799,0.079799,0.062285,49033600
195,1981-09-22,0.075893,0.075893,0.075335,0.075335,0.058801,47420800
196,1981-09-23,0.074777,0.074777,0.073661,0.073661,0.057494,28201600
197,1981-09-24,0.073661,0.073661,0.073103,0.073103,0.057059,18300800
198,1981-09-25,0.064732,0.064732,0.063616,0.063616,0.049654,34608000
199,1981-09-28,0.064174,0.064732,0.064174,0.064174,0.050089,91728000
200,1981-09-29,0.067522,0.06808,0.067522,0.067522,0.052702,94684800
201,1981-09-30,0.06808,0.068638,0.06808,0.06808,0.053138,49996800
202,1981-10-01,0.06808,0.068638,0.06808,0.06808,0.053138,61129600
203,1981-10-02,0.073661,0.074219,0.073661,0.073661,0.057494,45046400
204,1981-10-05,0.075893,0.077009,0.075893,0.075893,0.059236,43097600
205,1981-10-06,0.075893,0.075893,0.075335,0.075335,0.058801,28358400
206,1981-10-07,0.079799,0.080915,0.079799,0.079799,0.062285,38841600
207,1981-10-08,0.082589,0.083147,0.082589,0.082589,0.064463,31091200
208,1981-10-09,0.083147,0.084263,0.083147,0.083147,0.064898,54521600
209,1981-10-12,0.085938,0.086496,0.085938,0.085938,0.067076,27350400
210,1981-10-13,0.085938,0.087054,0.085938,0.085938,0.067076,44195200
211,1981-10-14,0.081473,0.081473,0.080915,0.080915,0.063156,30979200
212,1981-10-15,0.082589,0.083147,0.082589,0.082589,0.064463,29433600
213,1981-10-16,0.082031,0.082031,0.081473,0.081473,0.063591,36467200
214,1981-10-19,0.083147,0.083705,0.083147,0.083147,0.064898,20585600
215,1981-10-20,0.087612,0.08817,0.087612,0.087612,0.068383,35728000
216,1981-10-21,0.087612,0.08817,0.087612,0.087612,0.068383,76899200
217,1981-10-22,0.087612,0.087612,0.087054,0.087054,0.067948,32278400
218,1981-10-23,0.085379,0.085379,0.084821,0.084821,0.066205,27910400
219,1981-10-26,0.084821,0.085379,0.084821,0.084821,0.066205,27283200
220,1981-10-27,0.086496,0.087612,0.086496,0.086496,0.067512,85590400
221,1981-10-28,0.089286,0.089844,0.089286,0.089286,0.06969,44172800
222,1981-10-29,0.088728,0.088728,0.08817,0.08817,0.068819,30486400
223,1981-10-30,0.089286,0.089844,0.089286,0.089286,0.06969,52729600
224,1981-11-02,0.089286,0.089844,0.089286,0.089286,0.06969,36915200
225,1981-11-03,0.088728,0.088728,0.08817,0.08817,0.068819,28380800
226,1981-11-04,0.086496,0.086496,0.085938,0.085938,0.067076,23811200
227,1981-11-05,0.080357,0.080357,0.079799,0.079799,0.062285,23363200
228,1981-11-06,0.080357,0.080915,0.080357,0.080357,0.06272,24595200
229,1981-11-09,0.081473,0.082031,0.081473,0.081473,0.063591,20384000
230,1981-11-10,0.082031,0.082589,0.082031,0.082031,0.064027,16755200
231,1981-11-11,0.084263,0.084821,0.084263,0.084263,0.065769,27440000
232,1981-11-12,0.087054,0.087612,0.087054,0.087054,0.067948,39916800
233,1981-11-13,0.081473,0.081473,0.080915,0.080915,0.063156,21011200
234,1981-11-16,0.080357,0.080357,0.079799,0.079799,0.062285,22556800
235,1981-11-17,0.081473,0.082031,0.081473,0.081473,0.063591,35414400
236,1981-11-18,0.084263,0.084821,0.084263,0.084263,0.065769,29142400
237,1981-11-19,0.084263,0.084821,0.084263,0.084263,0.065769,40006400
238,1981-11-20,0.084821,0.085379,0.084821,0.084821,0.066205,38102400
239,1981-11-23,0.082031,0.082031,0.080915,0.080915,0.063156,22960000
240,1981-11-24,0.080915,0.080915,0.080357,0.080357,0.06272,22153600
241,1981-11-25,0.082031,0.082589,0.082031,0.082031,0.064027,52550400
242,1981-11-27,0.084263,0.084821,0.084263,0.084263,0.065769,37251200
243,1981-11-30,0.083705,0.083705,0.083147,0.083147,0.064898,23968000
244,1981-12-01,0.083147,0.083705,0.083147,0.083147,0.064898,23385600
245,1981-12-02,0.083705,0.084263,0.083705,0.083705,0.065334,37564800
246,1981-12-03,0.083147,0.083147,0.082589,0.082589,0.064463,20428800
247,1981-12-04,0.084821,0.085379,0.084821,0.084821,0.066205,137155200
248,1981-12-07,0.085379,0.085938,0.085379,0.085379,0.06664,59292800
249,1981-12-08,0.084821,0.084821,0.083705,0.083705,0.065334,50624000
250,1981-12-09,0.084263,0.084821,0.084263,0.084263,0.065769,34272000
251,1981-12-10,0.084263,0.084821,0.084263,0.084263,0.065769,37408000
252,1981-12-11,0.084263,0.084821,0.083705,0.083705,0.065334,76092800
253,1981-12-14,0.082031,0.082031,0.080915,0.080915,0.063156,25244800
254,1981-12-15,0.083147,0.083705,0.083147,0.083147,0.064898,31315200
255,1981-12-16,0.087054,0.087612,0.087054,0.087054,0.067948,65452800
256,1981-12-17,0.094308,0.094866,0.094308,0.094308,0.073609,51452800
257,1981-12-18,0.102121,0.102679,0.102121,0.102121,0.079708,71724800
258,1981-12-21,0.098214,0.098214,0.097656,0.097656,0.076223,56403200
259,1981-12-22,0.09933,0.099888,0.09933,0.09933,0.077529,53827200
260,1981-12-23,0.097656,0.097656,0.097098,0.097098,0.075787,28896000
261,1981-12-24,0.097656,0.098214,0.097656,0.097656,0.076223,28918400
262,1981-12-28,0.094308,0.094308,0.093192,0.093192,0.072738,36579200
263,1981-12-29,0.094866,0.095982,0.094866,0.094866,0.074045,24236800
264,1981-12-30,0.098772,0.09933,0.098772,0.098772,0.077094,32188800
265,1981-12-31,0.098772,0.09933,0.098772,0.098772,0.077094,54656000
266,1982-01-04,0.098772,0.098772,0.098214,0.098214,0.076658,71254400
267,1982-01-05,0.094308,0.094308,0.093192,0.093192,0.072738,35840000
268,1982-01-06,0.092634,0.092634,0.092076,0.092076,0.071867,66080000
269,1982-01-07,0.085938,0.085938,0.084821,0.084821,0.066205,70044800
270,1982-01-08,0.088728,0.089286,0.088728,0.088728,0.069254,56604800
271,1982-01-11,0.083705,0.083705,0.083147,0.083147,0.064898,33331200
272,1982-01-12,0.080915,0.080915,0.080357,0.080357,0.06272,59920000
273,1982-01-13,0.080357,0.080357,0.079799,0.079799,0.062285,41753600
274,1982-01-14,0.083705,0.084263,0.083705,0.083705,0.065334,25715200
275,1982-01-15,0.089286,0.090402,0.089286,0.089286,0.06969,46704000
276,1982-01-18,0.09096,0.092076,0.09096,0.09096,0.070996,28000000
277,1982-01-19,0.089844,0.089844,0.088728,0.088728,0.069254,55507200
278,1982-01-20,0.090402,0.09096,0.090402,0.090402,0.070561,25827200
279,1982-01-21,0.092076,0.092634,0.092076,0.092076,0.071867,33331200
280,1982-01-22,0.092634,0.093192,0.092634,0.092634,0.072303,24259200
281,1982-01-25,0.090402,0.090402,0.089844,0.089844,0.070125,44710400
282,1982-01-26,0.087612,0.087612,0.086496,0.086496,0.067512,21212800
283,1982-01-27,0.087054,0.08817,0.087054,0.087054,0.067948,31360000
284,1982-01-28,0.089844,0.090402,0.089844,0.089844,0.070125,39603200
285,1982-01-29,0.09096,0.091518,0.09096,0.09096,0.070996,53155200
286,1982-02-01,0.09096,0.09096,0.089844,0.089844,0.070125,38528000
287,1982-02-02,0.090402,0.091518,0.090402,0.090402,0.070561,54275200
288,1982-02-03,0.090402,0.09096,0.090402,0.090402,0.070561,31472000
289,1982-02-04,0.088728,0.088728,0.08817,0.08817,0.068819,22041600
290,1982-02-05,0.08817,0.088728,0.08817,0.08817,0.068819,40297600
291,1982-02-08,0.083147,0.083147,0.082589,0.082589,0.064463,31696000
292,1982-02-09,0.082589,0.083147,0.082589,0.082589,0.064463,57904000
293,1982-02-10,0.083705,0.084263,0.083705,0.083705,0.065334,38796800
294,1982-02-11,0.083147,0.083147,0.082589,0.082589,0.064463,24528000
295,1982-02-12,0.083705,0.084263,0.083705,0.083705,0.065334,19644800
296,1982-02-16,0.082589,0.082589,0.082031,0.082031,0.064027,34316800
297,1982-02-17,0.083147,0.083705,0.083147,0.083147,0.064898,25580800
298,1982-02-18,0.084263,0.084821,0.084263,0.084263,0.065769,28380800
299,1982-02-19,0.084263,0.084263,0.083705,0.083705,0.065334,13596800
300,1982-02-22,0.083147,0.083147,0.082589,0.082589,0.064463,26633600
301,1982-02-23,0.082031,0.082031,0.081473,0.081473,0.063591,34540800
302,1982-02-24,0.082031,0.082589,0.082031,0.082031,0.064027,37945600
303,1982-02-25,0.082031,0.082031,0.081473,0.081473,0.063591,30800000
304,1982-02-26,0.081473,0.082031,0.081473,0.081473,0.063591,17427200
305,1982-03-01,0.082031,0.082589,0.082031,0.082031,0.064027,35302400
306,1982-03-02,0.082031,0.082589,0.082031,0.082031,0.064027,34809600
307,1982-03-03,0.082031,0.082589,0.082031,0.082031,0.064027,23654400
308,1982-03-04,0.080915,0.080915,0.080357,0.080357,0.06272,38371200
309,1982-03-05,0.074777,0.074777,0.074219,0.074219,0.05793,45315200
310,1982-03-08,0.073661,0.073661,0.073103,0.073103,0.057059,35145600
311,1982-03-09,0.073661,0.074219,0.073661,0.073661,0.057494,52505600
312,1982-03-10,0.073103,0.073103,0.072545,0.072545,0.056623,86934400
313,1982-03-11,0.072545,0.073661,0.072545,0.072545,0.056623,22579200
314,1982-03-12,0.068638,0.068638,0.06808,0.06808,0.053138,46547200
315,1982-03-15,0.06808,0.06808,0.067522,0.067522,0.052702,51363200
316,1982-03-16,0.066964,0.066964,0.066406,0.066406,0.051831,47152000
317,1982-03-17,0.063616,0.063616,0.063058,0.063058,0.049218,50489600
318,1982-03-18,0.06808,0.068638,0.06808,0.06808,0.053138,56336000
319,1982-03-19,0.074219,0.074777,0.074219,0.074219,0.05793,65811200
320,1982-03-22,0.079799,0.080357,0.079799,0.079799,0.062285,69193600
321,1982-03-23,0.079241,0.079241,0.078683,0.078683,0.061414,55955200
322,1982-03-24,0.074777,0.074777,0.074219,0.074219,0.05793,51609600
323,1982-03-25,0.074219,0.074219,0.073661,0.073661,0.057494,84112000
324,1982-03-26,0.073103,0.073103,0.072545,0.072545,0.056623,50780800
325,1982-03-29,0.074219,0.074777,0.074219,0.074219,0.05793,67603200
326,1982-03-30,0.075335,0.075893,0.075335,0.075335,0.058801,77952000
327,1982-03-31,0.075335,0.075893,0.075335,0.075335,0.058801,50153600
328,1982-04-01,0.079241,0.079799,0.079241,0.079241,0.061849,59136000
329,1982-04-02,0.079241,0.079799,0.079241,0.079241,0.061849,84806400
330,1982-04-05,0.079241,0.079799,0.079241,0.079241,0.061849,86643200
331,1982-04-06,0.079241,0.079241,0.078683,0.078683,0.061414,71590400
332,1982-04-07,0.078125,0.078125,0.077567,0.077567,0.060543,29097600
333,1982-04-08,0.078125,0.078683,0.078125,0.078125,0.060978,23990400
334,1982-04-12,0.078125,0.078683,0.077567,0.077567,0.060543,44307200
335,1982-04-13,0.071987,0.071987,0.071429,0.071429,0.055752,85299200
336,1982-04-14,0.071987,0.072545,0.071987,0.071987,0.056187,113590400
337,1982-04-15,0.073103,0.073661,0.073103,0.073103,0.057059,164281600
338,1982-04-16,0.075335,0.075893,0.075335,0.075335,0.058801,104048000
339,1982-04-19,0.074777,0.074777,0.073661,0.073661,0.057494,41283200
340,1982-04-20,0.070871,0.070871,0.070313,0.070313,0.054881,80550400
341,1982-04-21,0.070313,0.070313,0.069754,0.069754,0.054445,73024000
342,1982-04-22,0.069196,0.069196,0.068638,0.068638,0.053573,52595200
343,1982-04-23,0.068638,0.069196,0.068638,0.068638,0.053573,48294400
344,1982-04-26,0.070313,0.070871,0.070313,0.070313,0.054881,57926400
345,1982-04-27,0.068638,0.068638,0.06808,0.06808,0.053138,70268800
346,1982-04-28,0.065848,0.065848,0.06529,0.06529,0.05096,99232000
347,1982-04-29,0.06529,0.065848,0.06529,0.06529,0.05096,82230400
348,1982-04-30,0.065848,0.066406,0.065848,0.065848,0.051396,277401600
349,1982-05-03,0.06808,0.068638,0.06808,0.06808,0.053138,82700800
350,1982-05-04,0.070313,0.070871,0.070313,0.070313,0.054881,73987200
351,1982-05-05,0.070313,0.070313,0.069196,0.069196,0.054009,53939200
352,1982-05-06,0.071429,0.071987,0.071429,0.071429,0.055752,75465600
353,1982-05-07,0.072545,0.073103,0.072545,0.072545,0.056623,84716800
354,1982-05-10,0.071987,0.071987,0.071429,0.071429,0.055752,31606400
355,1982-05-11,0.069754,0.069754,0.069196,0.069196,0.054009,103017600
356,1982-05-12,0.06808,0.06808,0.067522,0.067522,0.052702,71008000
357,1982-05-13,0.06808,0.068638,0.06808,0.06808,0.053138,54454400
358,1982-05-14,0.066406,0.066406,0.06529,0.06529,0.05096,95737600
359,1982-05-17,0.064732,0.064732,0.064174,0.064174,0.050089,76204800
360,1982-05-18,0.063616,0.063616,0.063058,0.063058,0.049218,122035200
361,1982-05-19,0.063058,0.063058,0.0625,0.0625,0.048783,75286400
362,1982-05-20,0.063058,0.063616,0.063058,0.063058,0.049218,27619200
363,1982-05-21,0.063616,0.064174,0.063616,0.063616,0.049654,38841600
364,1982-05-24,0.064174,0.064732,0.064174,0.064174,0.050089,31987200
365,1982-05-25,0.064174,0.064732,0.064174,0.064174,0.050089,51564800
366,1982-05-26,0.064174,0.064174,0.063616,0.063616,0.049654,43276800
